Chr	habitat	winID	start	end	winCenter	mean	max	n	num_gt_thresh	gt_frac	score_outlier	gtprop_outlier	is_outlier
Chr05_Pall	Urban	529	26400000	26450000	26425000	1.80560474585987	3.83864	157	77	0.490445859872611	1	1	1
Chr06_Occ	Urban	49	2400000	2450000	2425000	2.04599836505415	4.32017	554	292	0.527075812274368	1	1	1
Chr06_Occ	Urban	82	4050000	4100000	4075000	1.78389123566879	4.09778	157	60	0.382165605095541	1	1	1
Chr06_Occ	Urban	83	4100000	4150000	4125000	1.59543881910112	4.62847	178	50	0.280898876404494	1	1	1
Chr06_Occ	Urban	84	4150000	4200000	4175000	1.52091223783784	4.2706	185	49	0.264864864864865	1	1	1
Chr06_Occ	Urban	203	10100000	10150000	10125000	1.55851031413043	3.40108	92	32	0.347826086956522	1	1	1
Chr06_Occ	Urban	360	17950000	18000000	17975000	1.47415238911672	4.24546	317	106	0.334384858044164	1	1	1
Chr06_Occ	Urban	391	19500000	19550000	19525000	1.48157567272727	3.17651	33	10	0.303030303030303	1	1	1
Chr06_Occ	Urban	392	19550000	19600000	19575000	1.70006189361702	3.63688	141	51	0.361702127659574	1	1	1
Chr06_Occ	Urban	439	21900000	21950000	21925000	1.47664440567376	3.54654	141	42	0.297872340425532	1	1	1
Chr06_Occ	Urban	441	22000000	22050000	22025000	1.57479460673077	3.41039	104	30	0.288461538461538	1	1	1
Chr06_Occ	Urban	449	22400000	22450000	22425000	1.52884066220779	3.01634	77	24	0.311688311688312	1	1	1
Chr06_Occ	Urban	605	30200000	30250000	30225000	2.26974334693878	3.38411	49	37	0.755102040816326	1	1	1
Chr06_Occ	Urban	606	30250000	30300000	30275000	2.06629743333333	4.08206	42	25	0.595238095238095	1	1	1
Chr06_Occ	Urban	838	41850000	41900000	41875000	1.43049798683417	3.73776	199	57	0.28643216080402	1	1	1
Chr06_Occ	Urban	1011	50500000	50550000	50525000	1.57213690270936	4.41085	203	77	0.379310344827586	1	1	1
Chr06_Occ	Urban	1185	59200000	59250000	59225000	1.55504827473684	3.88232	190	58	0.305263157894737	1	1	1
Chr06_Pall	Urban	137	6800000	6850000	6825000	2.45741138959107	5.11523	291	178	0.611683848797251	1	1	1
Chr06_Pall	Urban	260	12950000	13000000	12975000	1.5202145	2.99374	31	14	0.451612903225806	1	1	1
Chr06_Pall	Urban	1048	52350000	52400000	52375000	1.53905168986486	3.36713	148	58	0.391891891891892	1	1	1
Chr06_Pall	Urban	1049	52400000	52450000	52425000	1.61826014549872	3.66468	391	142	0.363171355498721	1	1	1
Chr06_Pall	Urban	1215	60700000	60750000	60725000	1.96445314885496	4.29686	131	62	0.473282442748092	1	1	1
Chr07_Occ	Urban	404	20150000	20200000	20175000	1.468059925	3.77216	260	75	0.288461538461538	1	1	1
Chr07_Occ	Urban	910	45450000	45500000	45475000	2.46372430011673	4.60995	257	167	0.649805447470817	1	1	1
Chr07_Occ	Urban	911	45500000	45550000	45525000	1.71167846488073	3.85621	327	114	0.348623853211009	1	1	1
Chr07_Occ	Urban	966	48250000	48300000	48275000	1.47400434519231	3.05525	104	27	0.259615384615385	1	1	1
Chr07_Occ	Urban	1002	50050000	50100000	50075000	1.85073694102564	3.33412	78	44	0.564102564102564	1	1	1
Chr07_Pall	Urban	141	7000000	7050000	7025000	1.65536375094118	4.33479	153	59	0.38562091503268	1	1	1
Chr07_Pall	Urban	438	21850000	21900000	21875000	1.53028796206897	3.00706	29	10	0.344827586206897	1	1	1
Chr07_Pall	Urban	731	36500000	36550000	36525000	1.58911500990099	3.96615	101	30	0.297029702970297	1	1	1
Chr07_Pall	Urban	831	41500000	41550000	41525000	1.42208492773723	3.60902	137	38	0.277372262773723	1	1	1
Chr07_Pall	Urban	869	43400000	43450000	43425000	1.61775467515924	3.22099	157	49	0.312101910828025	1	1	1
Chr08_Occ	Urban	63	3100000	3150000	3125000	1.49876774375	2.6152	32	11	0.34375	1	1	1
Chr08_Occ	Urban	64	3150000	3200000	3175000	1.40922002786885	3.38669	122	34	0.278688524590164	1	1	1
Chr08_Occ	Urban	120	5950000	6000000	5975000	1.56257087536232	3.36522	69	23	0.333333333333333	1	1	1
Chr08_Occ	Urban	121	6000000	6050000	6025000	1.52033740527778	3.31231	216	71	0.328703703703704	1	1	1
Chr08_Occ	Urban	182	9050000	9100000	9075000	1.50728309594595	3.46049	148	40	0.27027027027027	1	1	1
Chr08_Occ	Urban	346	17250000	17300000	17275000	2.09839694655172	4.31756	116	60	0.517241379310345	1	1	1
Chr08_Occ	Urban	586	29250000	29300000	29275000	1.41008498983193	3.36177	119	40	0.336134453781513	1	1	1
Chr08_Pall	Urban	123	6100000	6150000	6125000	1.94896183743017	4.23305	179	95	0.53072625698324	1	1	1
Chr08_Pall	Urban	185	9200000	9250000	9225000	1.66091413608696	3.70966	138	46	0.333333333333333	1	1	1
Chr08_Pall	Urban	271	13500000	13550000	13525000	2.17679432491909	4.31829	309	177	0.572815533980582	1	1	1
Chr08_Pall	Urban	609	30400000	30450000	30425000	1.49292502337017	3.55819	181	49	0.270718232044199	1	1	1
Chr08_Pall	Urban	719	35900000	35950000	35925000	1.43137093611765	2.99551	85	25	0.294117647058824	1	1	1
Chr08_Pall	Urban	726	36250000	36300000	36275000	1.50273448857143	2.78889	70	28	0.4	1	1	1
Chr08_Pall	Urban	1152	57550000	57600000	57575000	1.60424592427746	3.58114	173	61	0.352601156069364	1	1	1
Chr08_Pall	Urban	1159	57900000	57950000	57925000	1.4808850060274	3.07402	73	24	0.328767123287671	1	1	1
