Chr	start	end	direction	gene_id
9	4800000	4850000	Urban	ACLI19_g40988
9	4800000	4850000	Urban	ACLI19_g40989
9	4800000	4850000	Urban	ACLI19_g40990
9	4800000	4850000	Urban	ACLI19_g40991
9	4800000	4850000	Urban	ACLI19_g40993
9	4800000	4850000	Urban	ACLI19_g40987
9	4800000	4850000	Urban	ACLI19_g40992
7	51000000	51050000	Urban	ACLI19_g33611
7	51000000	51050000	Urban	ACLI19_g33612
7	53650000	53700000	Urban	ACLI19_g33856
7	53650000	53700000	Urban	ACLI19_g33858
7	53650000	53700000	Urban	ACLI19_g33860
7	53650000	53700000	Urban	ACLI19_g33861
7	53650000	53700000	Urban	ACLI19_g33857
7	53650000	53700000	Urban	ACLI19_g33859
9	4850000	4900000	Urban	ACLI19_g40994
9	4850000	4900000	Urban	ACLI19_g40995
9	4850000	4900000	Urban	ACLI19_g40996
9	4850000	4900000	Urban	ACLI19_g40997
9	4850000	4900000	Urban	ACLI19_g40999
9	4850000	4900000	Urban	ACLI19_g40998
9	4500000	4550000	Urban	ACLI19_g40964
9	4500000	4550000	Urban	ACLI19_g40965
9	4500000	4550000	Urban	ACLI19_g40966
9	4500000	4550000	Urban	ACLI19_g40967
9	4500000	4550000	Urban	ACLI19_g40968
9	4500000	4550000	Urban	ACLI19_g40969
9	4500000	4550000	Urban	ACLI19_g40970
9	4500000	4550000	Urban	ACLI19_g40971
9	4500000	4550000	Urban	ACLI19_g40963
9	4650000	4700000	Urban	ACLI19_g40976
9	4650000	4700000	Urban	ACLI19_g40977
9	4650000	4700000	Urban	ACLI19_g40975
9	4550000	4600000	Urban	ACLI19_g40971
9	4550000	4600000	Urban	ACLI19_g40974
9	4550000	4600000	Urban	ACLI19_g40972
9	4550000	4600000	Urban	ACLI19_g40973
5	34100000	34150000	Urban	ACLI19_g22102
5	34100000	34150000	Urban	ACLI19_g22103
16	400000	450000	Urban	ACLI19_g73311
16	400000	450000	Urban	ACLI19_g73313
16	400000	450000	Urban	ACLI19_g73315
16	400000	450000	Urban	ACLI19_g73317
16	400000	450000	Urban	ACLI19_g73312
16	400000	450000	Urban	ACLI19_g73314
16	400000	450000	Urban	ACLI19_g73316
7	53850000	53900000	Urban	ACLI19_g33880
7	53850000	53900000	Urban	ACLI19_g33881
7	53850000	53900000	Urban	ACLI19_g33882
7	53850000	53900000	Urban	ACLI19_g33884
7	53850000	53900000	Urban	ACLI19_g33879
7	53850000	53900000	Urban	ACLI19_g33883
9	4250000	4300000	Urban	ACLI19_g40929
9	4250000	4300000	Urban	ACLI19_g40931
9	4250000	4300000	Urban	ACLI19_g40932
9	4250000	4300000	Urban	ACLI19_g40934
9	4250000	4300000	Urban	ACLI19_g40935
9	4250000	4300000	Urban	ACLI19_g40936
9	4250000	4300000	Urban	ACLI19_g40930
9	4250000	4300000	Urban	ACLI19_g40933
9	4250000	4300000	Urban	ACLI19_g40937
7	52350000	52400000	Urban	ACLI19_g33745
7	52350000	52400000	Urban	ACLI19_g33746
7	52350000	52400000	Urban	ACLI19_g33744
7	53750000	53800000	Urban	ACLI19_g33869
7	53750000	53800000	Urban	ACLI19_g33870
7	53750000	53800000	Urban	ACLI19_g33872
7	53750000	53800000	Urban	ACLI19_g33874
7	53750000	53800000	Urban	ACLI19_g33875
7	53750000	53800000	Urban	ACLI19_g33868
7	53750000	53800000	Urban	ACLI19_g33871
7	53750000	53800000	Urban	ACLI19_g33873
5	46150000	46200000	Urban	ACLI19_g22843
5	46150000	46200000	Urban	ACLI19_g22844
5	46150000	46200000	Urban	ACLI19_g22845
5	46150000	46200000	Urban	ACLI19_g22846
5	46150000	46200000	Urban	ACLI19_g22847
11	10100000	10150000	Urban	ACLI19_g50813
11	10100000	10150000	Urban	ACLI19_g50814
11	10100000	10150000	Urban	ACLI19_g50815
11	10100000	10150000	Urban	ACLI19_g50812
9	4450000	4500000	Urban	ACLI19_g40959
9	4450000	4500000	Urban	ACLI19_g40960
9	4450000	4500000	Urban	ACLI19_g40961
9	4450000	4500000	Urban	ACLI19_g40962
5	56950000	57000000	Urban	ACLI19_g23962
5	56950000	57000000	Urban	ACLI19_g23963
5	56950000	57000000	Urban	ACLI19_g23964
5	56950000	57000000	Urban	ACLI19_g23961
5	56950000	57000000	Urban	ACLI19_g23965
16	350000	400000	Urban	ACLI19_g73304
16	350000	400000	Urban	ACLI19_g73305
16	350000	400000	Urban	ACLI19_g73306
16	350000	400000	Urban	ACLI19_g73307
16	350000	400000	Urban	ACLI19_g73308
16	350000	400000	Urban	ACLI19_g73309
16	350000	400000	Urban	ACLI19_g73310
7	53600000	53650000	Urban	ACLI19_g33850
7	53600000	53650000	Urban	ACLI19_g33851
7	53600000	53650000	Urban	ACLI19_g33852
7	53600000	53650000	Urban	ACLI19_g33853
7	53600000	53650000	Urban	ACLI19_g33854
7	53600000	53650000	Urban	ACLI19_g33855
12	54550000	54600000	Urban	ACLI19_g57738
12	54550000	54600000	Urban	ACLI19_g57739
12	54550000	54600000	Urban	ACLI19_g57740
12	54550000	54600000	Urban	ACLI19_g57741
12	54550000	54600000	Urban	ACLI19_g57742
7	53700000	53750000	Urban	ACLI19_g33862
7	53700000	53750000	Urban	ACLI19_g33863
7	53700000	53750000	Urban	ACLI19_g33864
7	53700000	53750000	Urban	ACLI19_g33865
7	53700000	53750000	Urban	ACLI19_g33866
7	53700000	53750000	Urban	ACLI19_g33867
1	46750000	46800000	Urban	ACLI19_g3690
1	46750000	46800000	Urban	ACLI19_g3691
5	32400000	32450000	Urban	ACLI19_g22023
5	32400000	32450000	Urban	ACLI19_g22024
3	6350000	6400000	Urban	ACLI19_g12004
3	6350000	6400000	Urban	ACLI19_g12005
3	6350000	6400000	Urban	ACLI19_g12006
3	6350000	6400000	Urban	ACLI19_g12007
7	53500000	53550000	Urban	ACLI19_g33834
7	53500000	53550000	Urban	ACLI19_g33835
7	53500000	53550000	Urban	ACLI19_g33836
7	53500000	53550000	Urban	ACLI19_g33837
7	53500000	53550000	Urban	ACLI19_g33838
7	53500000	53550000	Urban	ACLI19_g33839
7	53500000	53550000	Urban	ACLI19_g33841
7	53500000	53550000	Urban	ACLI19_g33842
7	53500000	53550000	Urban	ACLI19_g33840
4	1650000	1700000	Urban	ACLI19_g15290
4	1650000	1700000	Urban	ACLI19_g15291
4	1650000	1700000	Urban	ACLI19_g15292
4	1650000	1700000	Urban	ACLI19_g15293
4	1650000	1700000	Urban	ACLI19_g15294
4	1650000	1700000	Urban	ACLI19_g15295
4	1650000	1700000	Urban	ACLI19_g15296
2	46700000	46750000	Urban	ACLI19_g9222
2	46700000	46750000	Urban	ACLI19_g9223
7	51050000	51100000	Urban	ACLI19_g33613
7	51050000	51100000	Urban	ACLI19_g33614
7	51050000	51100000	Urban	ACLI19_g33615
7	51050000	51100000	Urban	ACLI19_g33616
7	51050000	51100000	Urban	ACLI19_g33617
7	51050000	51100000	Urban	ACLI19_g33618
7	51050000	51100000	Urban	ACLI19_g33619
7	54100000	54150000	Urban	ACLI19_g33910
7	54100000	54150000	Urban	ACLI19_g33909
15	20500000	20550000	Urban	ACLI19_g70373
15	20500000	20550000	Urban	ACLI19_g70371
15	20500000	20550000	Urban	ACLI19_g70372
2	44650000	44700000	Urban	ACLI19_g9137
2	44650000	44700000	Urban	ACLI19_g9138
2	44650000	44700000	Urban	ACLI19_g9139
11	15150000	15200000	Urban	ACLI19_g51252
11	15150000	15200000	Urban	ACLI19_g51253
11	59600000	59650000	Urban	ACLI19_g54182
11	59600000	59650000	Urban	ACLI19_g54184
11	59600000	59650000	Urban	ACLI19_g54185
11	59600000	59650000	Urban	ACLI19_g54186
11	59600000	59650000	Urban	ACLI19_g54187
11	59600000	59650000	Urban	ACLI19_g54188
11	59600000	59650000	Urban	ACLI19_g54189
11	59600000	59650000	Urban	ACLI19_g54190
11	59600000	59650000	Urban	ACLI19_g54191
11	59600000	59650000	Urban	ACLI19_g54192
11	59600000	59650000	Urban	ACLI19_g54183
15	500000	550000	Urban	ACLI19_g68249
15	500000	550000	Urban	ACLI19_g68250
15	500000	550000	Urban	ACLI19_g68252
15	500000	550000	Urban	ACLI19_g68253
15	500000	550000	Urban	ACLI19_g68254
15	500000	550000	Urban	ACLI19_g68255
15	500000	550000	Urban	ACLI19_g68256
15	500000	550000	Urban	ACLI19_g68257
15	500000	550000	Urban	ACLI19_g68258
15	500000	550000	Urban	ACLI19_g68251
9	4600000	4650000	Urban	ACLI19_g40974
9	4600000	4650000	Urban	ACLI19_g40975
1	46250000	46300000	Urban	ACLI19_g3643
1	46250000	46300000	Urban	ACLI19_g3644
1	46250000	46300000	Urban	ACLI19_g3645
1	46250000	46300000	Urban	ACLI19_g3646
1	46250000	46300000	Urban	ACLI19_g3647
2	18250000	18300000	Urban	ACLI19_g7684
2	18250000	18300000	Urban	ACLI19_g7685
2	18250000	18300000	Urban	ACLI19_g7686
2	18250000	18300000	Urban	ACLI19_g7687
2	18250000	18300000	Urban	ACLI19_g7688
2	18250000	18300000	Urban	ACLI19_g7689
2	18250000	18300000	Urban	ACLI19_g7690
2	18250000	18300000	Urban	ACLI19_g7691
2	18250000	18300000	Urban	ACLI19_g7692
2	18250000	18300000	Urban	ACLI19_g7693
10	55850000	55900000	Urban	ACLI19_g49383
10	55850000	55900000	Urban	ACLI19_g49384
10	55850000	55900000	Urban	ACLI19_g49385
10	55850000	55900000	Urban	ACLI19_g49386
10	55850000	55900000	Urban	ACLI19_g49387
10	55850000	55900000	Urban	ACLI19_g49388
10	55850000	55900000	Urban	ACLI19_g49390
10	55850000	55900000	Urban	ACLI19_g49391
10	55850000	55900000	Urban	ACLI19_g49389
5	39100000	39150000	Urban	ACLI19_g22331
5	39100000	39150000	Urban	ACLI19_g22332
2	24600000	24650000	Urban	ACLI19_g8211
2	24600000	24650000	Urban	ACLI19_g8213
2	24600000	24650000	Urban	ACLI19_g8214
2	24600000	24650000	Urban	ACLI19_g8212
13	23150000	23200000	Urban	ACLI19_g60864
13	23150000	23200000	Urban	ACLI19_g60865
5	58600000	58650000	Urban	ACLI19_g24156
5	58600000	58650000	Urban	ACLI19_g24157
5	58600000	58650000	Urban	ACLI19_g24158
5	58600000	58650000	Urban	ACLI19_g24159
5	58600000	58650000	Urban	ACLI19_g24160
2	44700000	44750000	Urban	ACLI19_g9141
2	44700000	44750000	Urban	ACLI19_g9142
2	44700000	44750000	Urban	ACLI19_g9143
2	44700000	44750000	Urban	ACLI19_g9140
2	20800000	20850000	Urban	ACLI19_g7879
8	49300000	49350000	Urban	ACLI19_g39124
8	49300000	49350000	Urban	ACLI19_g39126
8	49300000	49350000	Urban	ACLI19_g39127
8	49300000	49350000	Urban	ACLI19_g39129
8	49300000	49350000	Urban	ACLI19_g39130
8	49300000	49350000	Urban	ACLI19_g39131
8	49300000	49350000	Urban	ACLI19_g39125
8	49300000	49350000	Urban	ACLI19_g39128
16	650000	700000	Urban	ACLI19_g73345
16	650000	700000	Urban	ACLI19_g73346
16	650000	700000	Urban	ACLI19_g73347
16	650000	700000	Urban	ACLI19_g73348
16	650000	700000	Urban	ACLI19_g73344
16	48100000	48150000	Urban	ACLI19_g77088
16	48100000	48150000	Urban	ACLI19_g77089
16	48100000	48150000	Urban	ACLI19_g77090
16	48100000	48150000	Urban	ACLI19_g77091
16	48100000	48150000	Urban	ACLI19_g77087
12	23700000	23750000	Urban	ACLI19_g56230
12	23700000	23750000	Urban	ACLI19_g56232
12	23700000	23750000	Urban	ACLI19_g56233
12	23700000	23750000	Urban	ACLI19_g56234
12	23700000	23750000	Urban	ACLI19_g56231
5	55950000	56000000	Urban	ACLI19_g23843
5	55950000	56000000	Urban	ACLI19_g23844
5	55950000	56000000	Urban	ACLI19_g23845
5	55950000	56000000	Urban	ACLI19_g23847
5	55950000	56000000	Urban	ACLI19_g23848
5	55950000	56000000	Urban	ACLI19_g23849
5	55950000	56000000	Urban	ACLI19_g23846
10	4750000	4800000	Urban	ACLI19_g45769
10	4750000	4800000	Urban	ACLI19_g45770
10	4750000	4800000	Urban	ACLI19_g45771
10	4750000	4800000	Urban	ACLI19_g45772
10	4750000	4800000	Urban	ACLI19_g45773
13	54000000	54050000	Urban	ACLI19_g62819
13	54000000	54050000	Urban	ACLI19_g62820
13	54000000	54050000	Urban	ACLI19_g62821
13	54000000	54050000	Urban	ACLI19_g62822
13	54000000	54050000	Urban	ACLI19_g62823
13	54000000	54050000	Urban	ACLI19_g62824
5	39000000	39050000	Urban	ACLI19_g22330
13	55000000	55050000	Urban	ACLI19_g62955
13	55000000	55050000	Urban	ACLI19_g62956
13	55000000	55050000	Urban	ACLI19_g62957
13	55000000	55050000	Urban	ACLI19_g62959
13	55000000	55050000	Urban	ACLI19_g62960
13	55000000	55050000	Urban	ACLI19_g62961
13	55000000	55050000	Urban	ACLI19_g62954
13	55000000	55050000	Urban	ACLI19_g62958
4	35750000	35800000	Urban	ACLI19_g17926
4	35750000	35800000	Urban	ACLI19_g17927
4	35750000	35800000	Urban	ACLI19_g17928
4	35750000	35800000	Urban	ACLI19_g17929
4	35750000	35800000	Urban	ACLI19_g17931
4	35750000	35800000	Urban	ACLI19_g17925
4	35750000	35800000	Urban	ACLI19_g17930
4	1600000	1650000	Urban	ACLI19_g15287
4	1600000	1650000	Urban	ACLI19_g15288
4	1600000	1650000	Urban	ACLI19_g15289
4	1600000	1650000	Urban	ACLI19_g15286
5	59100000	59150000	Urban	ACLI19_g24227
5	59100000	59150000	Urban	ACLI19_g24228
5	59100000	59150000	Urban	ACLI19_g24229
5	59100000	59150000	Urban	ACLI19_g24230
5	59100000	59150000	Urban	ACLI19_g24231
5	59100000	59150000	Urban	ACLI19_g24232
5	59100000	59150000	Urban	ACLI19_g24233
3	42600000	42650000	Urban	ACLI19_g14251
5	58700000	58750000	Urban	ACLI19_g24170
5	58700000	58750000	Urban	ACLI19_g24171
5	58700000	58750000	Urban	ACLI19_g24172
5	58700000	58750000	Urban	ACLI19_g24173
5	58700000	58750000	Urban	ACLI19_g24174
5	58700000	58750000	Urban	ACLI19_g24175
5	58700000	58750000	Urban	ACLI19_g24177
5	58700000	58750000	Urban	ACLI19_g24176
7	13050000	13100000	Urban	ACLI19_g31252
7	13050000	13100000	Urban	ACLI19_g31253
7	13050000	13100000	Urban	ACLI19_g31254
7	13050000	13100000	Urban	ACLI19_g31255
7	13050000	13100000	Urban	ACLI19_g31256
7	13050000	13100000	Urban	ACLI19_g31251
1	57000000	57050000	Urban	ACLI19_g4500
1	57000000	57050000	Urban	ACLI19_g4501
1	57000000	57050000	Urban	ACLI19_g4503
1	57000000	57050000	Urban	ACLI19_g4504
1	57000000	57050000	Urban	ACLI19_g4502
5	34000000	34050000	Urban	ACLI19_g22098
5	34000000	34050000	Urban	ACLI19_g22099
5	34000000	34050000	Urban	ACLI19_g22100
5	56200000	56250000	Urban	ACLI19_g23881
5	56200000	56250000	Urban	ACLI19_g23882
5	56200000	56250000	Urban	ACLI19_g23883
5	56200000	56250000	Urban	ACLI19_g23884
5	56200000	56250000	Urban	ACLI19_g23885
5	56200000	56250000	Urban	ACLI19_g23886
7	53800000	53850000	Urban	ACLI19_g33877
7	53800000	53850000	Urban	ACLI19_g33878
7	53800000	53850000	Urban	ACLI19_g33876
16	18900000	18950000	Urban	ACLI19_g75289
16	18900000	18950000	Urban	ACLI19_g75290
16	18900000	18950000	Urban	ACLI19_g75291
16	18900000	18950000	Urban	ACLI19_g75292
9	4350000	4400000	Urban	ACLI19_g40944
9	4350000	4400000	Urban	ACLI19_g40946
9	4350000	4400000	Urban	ACLI19_g40947
9	4350000	4400000	Urban	ACLI19_g40948
9	4350000	4400000	Urban	ACLI19_g40949
9	4350000	4400000	Urban	ACLI19_g40950
9	4350000	4400000	Urban	ACLI19_g40945
12	23450000	23500000	Urban	ACLI19_g56211
12	23450000	23500000	Urban	ACLI19_g56212
12	23450000	23500000	Urban	ACLI19_g56214
12	23450000	23500000	Urban	ACLI19_g56215
12	23450000	23500000	Urban	ACLI19_g56216
12	23450000	23500000	Urban	ACLI19_g56213
13	16650000	16700000	Urban	ACLI19_g60328
13	16650000	16700000	Urban	ACLI19_g60329
13	16650000	16700000	Urban	ACLI19_g60330
13	16650000	16700000	Urban	ACLI19_g60331
15	42050000	42100000	Urban	ACLI19_g71320
15	42050000	42100000	Urban	ACLI19_g71321
7	53350000	53400000	Urban	ACLI19_g33823
7	53350000	53400000	Urban	ACLI19_g33824
7	53350000	53400000	Urban	ACLI19_g33825
7	53350000	53400000	Urban	ACLI19_g33826
5	55050000	55100000	Urban	ACLI19_g23748
5	55050000	55100000	Urban	ACLI19_g23749
5	55050000	55100000	Urban	ACLI19_g23747
10	25850000	25900000	Urban	ACLI19_g47145
10	25850000	25900000	Urban	ACLI19_g47146
5	56900000	56950000	Urban	ACLI19_g23960
2	2150000	2200000	Urban	ACLI19_g5938
2	2150000	2200000	Urban	ACLI19_g5939
2	2150000	2200000	Urban	ACLI19_g5940
2	2150000	2200000	Urban	ACLI19_g5941
2	2150000	2200000	Urban	ACLI19_g5942
2	2150000	2200000	Urban	ACLI19_g5943
2	2150000	2200000	Urban	ACLI19_g5944
2	2150000	2200000	Urban	ACLI19_g5945
2	2150000	2200000	Urban	ACLI19_g5946
2	2150000	2200000	Urban	ACLI19_g5947
2	2150000	2200000	Urban	ACLI19_g5948
2	2150000	2200000	Urban	ACLI19_g5949
12	55750000	55800000	Urban	ACLI19_g57871
12	55750000	55800000	Urban	ACLI19_g57872
12	55750000	55800000	Urban	ACLI19_g57873
12	55750000	55800000	Urban	ACLI19_g57870
7	50850000	50900000	Urban	ACLI19_g33600
7	50850000	50900000	Urban	ACLI19_g33601
7	50850000	50900000	Urban	ACLI19_g33602
7	50850000	50900000	Urban	ACLI19_g33603
7	50850000	50900000	Urban	ACLI19_g33604
11	22400000	22450000	Urban	ACLI19_g51669
11	22400000	22450000	Urban	ACLI19_g51670
11	22400000	22450000	Urban	ACLI19_g51671
15	57450000	57500000	Urban	ACLI19_g72373
15	57450000	57500000	Urban	ACLI19_g72374
15	57450000	57500000	Urban	ACLI19_g72375
1	46150000	46200000	Urban	ACLI19_g3638
1	46150000	46200000	Urban	ACLI19_g3639
1	46150000	46200000	Urban	ACLI19_g3641
1	46150000	46200000	Urban	ACLI19_g3637
1	46150000	46200000	Urban	ACLI19_g3640
6	5200000	5250000	Urban	ACLI19_g24852
6	5200000	5250000	Urban	ACLI19_g24853
6	5200000	5250000	Urban	ACLI19_g24855
6	5200000	5250000	Urban	ACLI19_g24856
6	5200000	5250000	Urban	ACLI19_g24857
6	5200000	5250000	Urban	ACLI19_g24858
6	5200000	5250000	Urban	ACLI19_g24859
6	5200000	5250000	Urban	ACLI19_g24854
6	5200000	5250000	Urban	ACLI19_g24860
7	55400000	55450000	Urban	ACLI19_g34062
7	55400000	55450000	Urban	ACLI19_g34064
7	55400000	55450000	Urban	ACLI19_g34065
7	55400000	55450000	Urban	ACLI19_g34066
7	55400000	55450000	Urban	ACLI19_g34067
7	55400000	55450000	Urban	ACLI19_g34063
5	51950000	52000000	Urban	ACLI19_g23408
5	51950000	52000000	Urban	ACLI19_g23409
5	51950000	52000000	Urban	ACLI19_g23406
5	51950000	52000000	Urban	ACLI19_g23407
13	17650000	17700000	Urban	ACLI19_g60413
13	17650000	17700000	Urban	ACLI19_g60414
13	17650000	17700000	Urban	ACLI19_g60415
13	17650000	17700000	Urban	ACLI19_g60416
13	17650000	17700000	Urban	ACLI19_g60417
13	17650000	17700000	Urban	ACLI19_g60418
12	12900000	12950000	Urban	ACLI19_g55439
12	12900000	12950000	Urban	ACLI19_g55440
12	12900000	12950000	Urban	ACLI19_g55441
7	54050000	54100000	Urban	ACLI19_g33901
7	54050000	54100000	Urban	ACLI19_g33903
7	54050000	54100000	Urban	ACLI19_g33904
7	54050000	54100000	Urban	ACLI19_g33905
7	54050000	54100000	Urban	ACLI19_g33906
7	54050000	54100000	Urban	ACLI19_g33907
7	54050000	54100000	Urban	ACLI19_g33908
7	54050000	54100000	Urban	ACLI19_g33900
7	54050000	54100000	Urban	ACLI19_g33902
7	54050000	54100000	Urban	ACLI19_g33909
12	49900000	49950000	Urban	ACLI19_g57346
12	49900000	49950000	Urban	ACLI19_g57347
12	49900000	49950000	Urban	ACLI19_g57348
12	49900000	49950000	Urban	ACLI19_g57349
2	8200000	8250000	Urban	ACLI19_g6617
2	8200000	8250000	Urban	ACLI19_g6619
2	8200000	8250000	Urban	ACLI19_g6620
2	8200000	8250000	Urban	ACLI19_g6616
2	8200000	8250000	Urban	ACLI19_g6618
2	66450000	66500000	Urban	ACLI19_g11156
2	66450000	66500000	Urban	ACLI19_g11158
2	66450000	66500000	Urban	ACLI19_g11157
5	58750000	58800000	Urban	ACLI19_g24179
5	58750000	58800000	Urban	ACLI19_g24181
5	58750000	58800000	Urban	ACLI19_g24178
5	58750000	58800000	Urban	ACLI19_g24180
15	58300000	58350000	Urban	ACLI19_g72471
15	58300000	58350000	Urban	ACLI19_g72473
15	58300000	58350000	Urban	ACLI19_g72474
15	58300000	58350000	Urban	ACLI19_g72475
15	58300000	58350000	Urban	ACLI19_g72476
15	58300000	58350000	Urban	ACLI19_g72477
15	58300000	58350000	Urban	ACLI19_g72469
15	58300000	58350000	Urban	ACLI19_g72470
15	58300000	58350000	Urban	ACLI19_g72472
10	1150000	1200000	Urban	ACLI19_g45326
10	1150000	1200000	Urban	ACLI19_g45327
10	1150000	1200000	Urban	ACLI19_g45328
10	1150000	1200000	Urban	ACLI19_g45330
10	1150000	1200000	Urban	ACLI19_g45331
10	1150000	1200000	Urban	ACLI19_g45329
2	64750000	64800000	Urban	ACLI19_g10944
2	64750000	64800000	Urban	ACLI19_g10945
2	64750000	64800000	Urban	ACLI19_g10946
2	64750000	64800000	Urban	ACLI19_g10947
2	64750000	64800000	Urban	ACLI19_g10942
2	64750000	64800000	Urban	ACLI19_g10943
10	4550000	4600000	Urban	ACLI19_g45743
10	4550000	4600000	Urban	ACLI19_g45744
10	4550000	4600000	Urban	ACLI19_g45745
10	4550000	4600000	Urban	ACLI19_g45746
10	4550000	4600000	Urban	ACLI19_g45747
10	4550000	4600000	Urban	ACLI19_g45748
10	4550000	4600000	Urban	ACLI19_g45749
10	4550000	4600000	Urban	ACLI19_g45742
9	30500000	30550000	Urban	ACLI19_g42650
9	30500000	30550000	Urban	ACLI19_g42651
9	30500000	30550000	Urban	ACLI19_g42652
9	30500000	30550000	Urban	ACLI19_g42653
5	54200000	54250000	Urban	ACLI19_g23651
5	54200000	54250000	Urban	ACLI19_g23652
5	54200000	54250000	Urban	ACLI19_g23653
5	54200000	54250000	Urban	ACLI19_g23654
5	54200000	54250000	Urban	ACLI19_g23655
5	54200000	54250000	Urban	ACLI19_g23657
5	54200000	54250000	Urban	ACLI19_g23656
7	51750000	51800000	Urban	ACLI19_g33693
7	51750000	51800000	Urban	ACLI19_g33694
7	51750000	51800000	Urban	ACLI19_g33692
2	19700000	19750000	Urban	ACLI19_g7807
2	19700000	19750000	Urban	ACLI19_g7808
2	19700000	19750000	Urban	ACLI19_g7809
2	19700000	19750000	Urban	ACLI19_g7810
8	13450000	13500000	Urban	ACLI19_g36604
8	13450000	13500000	Urban	ACLI19_g36605
8	13450000	13500000	Urban	ACLI19_g36603
2	44550000	44600000	Urban	ACLI19_g9134
2	44550000	44600000	Urban	ACLI19_g9135
2	44550000	44600000	Urban	ACLI19_g9136
2	44550000	44600000	Urban	ACLI19_g9133
5	35800000	35850000	Urban	ACLI19_g22179
5	52650000	52700000	Urban	ACLI19_g23473
5	52650000	52700000	Urban	ACLI19_g23474
5	52650000	52700000	Urban	ACLI19_g23475
3	6400000	6450000	Urban	ACLI19_g12008
3	6400000	6450000	Urban	ACLI19_g12009
3	6400000	6450000	Urban	ACLI19_g12011
3	6400000	6450000	Urban	ACLI19_g12010
4	1550000	1600000	Urban	ACLI19_g15282
4	1550000	1600000	Urban	ACLI19_g15283
4	1550000	1600000	Urban	ACLI19_g15284
4	1550000	1600000	Urban	ACLI19_g15285
4	1550000	1600000	Urban	ACLI19_g15281
3	350000	400000	Urban	ACLI19_g11237
3	350000	400000	Urban	ACLI19_g11238
3	350000	400000	Urban	ACLI19_g11239
3	350000	400000	Urban	ACLI19_g11240
3	350000	400000	Urban	ACLI19_g11242
3	350000	400000	Urban	ACLI19_g11243
3	350000	400000	Urban	ACLI19_g11241
12	9000000	9050000	Urban	ACLI19_g55141
12	9000000	9050000	Urban	ACLI19_g55143
12	9000000	9050000	Urban	ACLI19_g55144
12	9000000	9050000	Urban	ACLI19_g55142
2	100000	150000	Urban	ACLI19_g5708
2	100000	150000	Urban	ACLI19_g5709
2	100000	150000	Urban	ACLI19_g5711
2	100000	150000	Urban	ACLI19_g5710
14	14100000	14150000	Urban	ACLI19_g64895
14	14100000	14150000	Urban	ACLI19_g64897
14	14100000	14150000	Urban	ACLI19_g64898
14	14100000	14150000	Urban	ACLI19_g64899
14	14100000	14150000	Urban	ACLI19_g64900
14	14100000	14150000	Urban	ACLI19_g64901
14	14100000	14150000	Urban	ACLI19_g64902
14	14100000	14150000	Urban	ACLI19_g64896
7	63500000	63550000	Urban	ACLI19_g35004
7	63500000	63550000	Urban	ACLI19_g35005
7	63500000	63550000	Urban	ACLI19_g35006
7	63500000	63550000	Urban	ACLI19_g35007
7	63500000	63550000	Urban	ACLI19_g35008
7	63500000	63550000	Urban	ACLI19_g35010
7	63500000	63550000	Urban	ACLI19_g35009
11	22300000	22350000	Urban	ACLI19_g51666
11	57000000	57050000	Urban	ACLI19_g53861
11	57000000	57050000	Urban	ACLI19_g53860
11	57000000	57050000	Urban	ACLI19_g53862
11	57000000	57050000	Urban	ACLI19_g53863
1	48350000	48400000	Urban	ACLI19_g3788
1	48350000	48400000	Urban	ACLI19_g3790
1	48350000	48400000	Urban	ACLI19_g3787
1	48350000	48400000	Urban	ACLI19_g3791
1	48350000	48400000	Urban	ACLI19_g3789
4	35700000	35750000	Urban	ACLI19_g17923
4	35700000	35750000	Urban	ACLI19_g17924
4	35700000	35750000	Urban	ACLI19_g17925
9	3250000	3300000	Urban	ACLI19_g40799
9	3250000	3300000	Urban	ACLI19_g40800
9	3250000	3300000	Urban	ACLI19_g40802
9	3250000	3300000	Urban	ACLI19_g40801
8	51750000	51800000	Urban	ACLI19_g39419
8	51750000	51800000	Urban	ACLI19_g39420
8	51750000	51800000	Urban	ACLI19_g39422
8	51750000	51800000	Urban	ACLI19_g39423
8	51750000	51800000	Urban	ACLI19_g39424
8	51750000	51800000	Urban	ACLI19_g39425
8	51750000	51800000	Urban	ACLI19_g39418
8	51750000	51800000	Urban	ACLI19_g39421
1	27600000	27650000	Urban	ACLI19_g2810
1	27600000	27650000	Urban	ACLI19_g2811
1	27600000	27650000	Urban	ACLI19_g2812
1	27600000	27650000	Urban	ACLI19_g2813
1	27600000	27650000	Urban	ACLI19_g2814
1	27600000	27650000	Urban	ACLI19_g2815
11	19500000	19550000	Urban	ACLI19_g51602
11	19500000	19550000	Urban	ACLI19_g51603
11	19500000	19550000	Urban	ACLI19_g51604
1	45250000	45300000	Urban	ACLI19_g3579
1	45250000	45300000	Urban	ACLI19_g3581
1	45250000	45300000	Urban	ACLI19_g3582
1	45250000	45300000	Urban	ACLI19_g3583
1	45250000	45300000	Urban	ACLI19_g3584
1	45250000	45300000	Urban	ACLI19_g3580
15	1300000	1350000	Urban	ACLI19_g68353
15	1300000	1350000	Urban	ACLI19_g68354
15	1300000	1350000	Urban	ACLI19_g68355
15	1300000	1350000	Urban	ACLI19_g68356
15	1300000	1350000	Urban	ACLI19_g68357
15	1300000	1350000	Urban	ACLI19_g68358
15	1300000	1350000	Urban	ACLI19_g68359
15	1300000	1350000	Urban	ACLI19_g68360
