chrom_pos	Chr	start	end	WinCenter	fst	delta_tp_ur	delta_td_ur	fst_outlier	tp_outlier	td_outlier	all_outlier	direction
Chr02_Occ_15275000	Chr02_Occ	15250000	15300000	15275000	0	-3.538434248162555e-4	0.16722899999999985	0	0	0	0	Weird
Chr02_Occ_15325000	Chr02_Occ	15300000	15350000	15325000	0	1.7386569930102295e-4	0.11315500000000012	0	0	0	0	Rural sel
Chr02_Occ_15375000	Chr02_Occ	15350000	15400000	15375000	0	3.137182916047839e-4	0.13564700000000007	0	0	0	0	Rural sel
Chr02_Occ_15425000	Chr02_Occ	15400000	15450000	15425000	0	1.7272096715058305e-5	0.0971200000000001	0	0	0	0	Rural sel
Chr02_Occ_15475000	Chr02_Occ	15450000	15500000	15475000	0	-1.9505000054419143e-4	-0.025550000000000184	0	0	0	0	Urban sel
Chr02_Occ_15525000	Chr02_Occ	15500000	15550000	15525000	0	1.7666315266346398e-4	0.10262200000000021	0	0	0	0	Rural sel
Chr02_Occ_15575000	Chr02_Occ	15550000	15600000	15575000	0	2.0234801908075497e-4	0.04234199999999988	0	0	0	0	Rural sel
Chr02_Occ_15625000	Chr02_Occ	15600000	15650000	15625000	8.48e-4	2.2694518759131845e-4	0.13421400000000006	0	0	0	0	Rural sel
Chr02_Occ_15675000	Chr02_Occ	15650000	15700000	15675000	0	8.098448685566265e-5	-0.03142800000000001	0	0	0	0	Weird
Chr02_Occ_15725000	Chr02_Occ	15700000	15750000	15725000	0	1.5344117832310784e-4	-0.019459000000000115	0	0	0	0	Weird
Chr02_Occ_15775000	Chr02_Occ	15750000	15800000	15775000	0	-3.9796370375495826e-5	-0.03163400000000016	0	0	0	0	Urban sel
Chr02_Occ_15825000	Chr02_Occ	15800000	15850000	15825000	0	-7.629661017056182e-4	-0.1702729999999999	0	0	0	0	Urban sel
Chr02_Occ_15875000	Chr02_Occ	15850000	15900000	15875000	0	6.340380403768026e-6	-0.023896999999999835	0	0	0	0	Weird
Chr02_Occ_15925000	Chr02_Occ	15900000	15950000	15925000	0	1.9868039241802485e-4	0.17524000000000006	0	0	0	0	Rural sel
Chr02_Occ_15975000	Chr02_Occ	15950000	16000000	15975000	0	9.289728574192295e-6	0.14174299999999995	0	0	0	0	Rural sel
Chr02_Occ_16025000	Chr02_Occ	16000000	16050000	16025000	8.42e-4	-1.4750087629592217e-4	-0.03553399999999973	0	0	0	0	Urban sel
Chr02_Occ_16075000	Chr02_Occ	16050000	16100000	16075000	0	4.065450269720083e-4	0.02832100000000004	0	0	0	0	Rural sel
Chr02_Occ_16125000	Chr02_Occ	16100000	16150000	16125000	4.43e-4	5.85798321309932e-4	0.14832299999999998	0	0	0	0	Rural sel
Chr02_Occ_16175000	Chr02_Occ	16150000	16200000	16175000	0	2.3408092375567548e-4	-0.11200300000000007	0	0	0	0	Weird
Chr02_Occ_16225000	Chr02_Occ	16200000	16250000	16225000	1.4e-4	7.058130487419892e-5	0.420508	0	0	1	0	Rural sel
Chr02_Occ_16275000	Chr02_Occ	16250000	16300000	16275000	6.87e-4	1.1427548363029255e-4	0.11400200000000005	0	0	0	0	Rural sel
Chr02_Occ_16325000	Chr02_Occ	16300000	16350000	16325000	0	6.704686899458995e-4	0.10563499999999992	0	0	0	0	Rural sel
Chr02_Occ_16375000	Chr02_Occ	16350000	16400000	16375000	0	-5.59305448049309e-4	-0.032923000000000036	0	0	0	0	Urban sel
Chr02_Occ_16425000	Chr02_Occ	16400000	16450000	16425000	0	0.0010560373144444246	-0.049421999999999966	0	0	0	0	Weird
Chr02_Occ_16475000	Chr02_Occ	16450000	16500000	16475000	0.002413	-0.0021956223590329886	-0.06602300000000005	0	0	0	0	Urban sel
Chr02_Occ_16525000	Chr02_Occ	16500000	16550000	16525000	0	-5.193957549850421e-4	0.11855900000000001	0	0	0	0	Weird
Chr02_Occ_16575000	Chr02_Occ	16550000	16600000	16575000	0	-1.8061869781451495e-5	0.072182	0	0	0	0	Weird
Chr02_Occ_16625000	Chr02_Occ	16600000	16650000	16625000	0	-4.6318936749134565e-4	-0.0045720000000000205	0	0	0	0	Urban sel
Chr02_Occ_16675000	Chr02_Occ	16650000	16700000	16675000	0	-0.0013229266369432988	0.10225199999999995	0	0	0	0	Weird
Chr02_Occ_16725000	Chr02_Occ	16700000	16750000	16725000	4.41e-4	2.993848822136422e-4	0.09721200000000008	0	0	0	0	Rural sel
Chr02_Occ_16775000	Chr02_Occ	16750000	16800000	16775000	0	0.004832386087113533	0.12128599999999998	0	1	0	0	Rural sel
Chr02_Occ_16825000	Chr02_Occ	16800000	16850000	16825000	0	7.015790561062593e-4	0.02221200000000001	0	0	0	0	Rural sel
Chr02_Occ_16875000	Chr02_Occ	16850000	16900000	16875000	0	-1.8591208589182479e-6	0.07578399999999985	0	0	0	0	Weird
Chr02_Occ_16925000	Chr02_Occ	16900000	16950000	16925000	0.001718	0.0010140820368267703	0.16644499999999995	0	0	0	0	Rural sel
Chr02_Occ_16975000	Chr02_Occ	16950000	17000000	16975000	7.58e-4	7.019911237075988e-4	-0.02226399999999995	0	0	0	0	Weird
Chr02_Occ_17025000	Chr02_Occ	17000000	17050000	17025000	4.82e-4	9.173655936132574e-4	0.06037200000000009	0	0	0	0	Rural sel
Chr02_Occ_17075000	Chr02_Occ	17050000	17100000	17075000	0	1.720303636496695e-5	0.14988100000000004	0	0	0	0	Rural sel
Chr02_Occ_17125000	Chr02_Occ	17100000	17150000	17125000	0	-7.935067145627486e-4	-0.0067390000000000505	0	0	0	0	Urban sel
Chr02_Occ_17175000	Chr02_Occ	17150000	17200000	17175000	0	-2.1121181793065137e-4	0.1888289999999999	0	0	0	0	Weird
Chr02_Occ_17225000	Chr02_Occ	17200000	17250000	17225000	9.08e-4	-8.848606638236362e-5	0.021048999999999873	0	0	0	0	Weird
Chr02_Occ_17275000	Chr02_Occ	17250000	17300000	17275000	0.001349	0.001733816762948738	0.08574700000000002	0	0	0	0	Rural sel
Chr02_Occ_17325000	Chr02_Occ	17300000	17350000	17325000	0	9.074301580628344e-4	0.457495	0	0	1	0	Rural sel
Chr02_Occ_17375000	Chr02_Occ	17350000	17400000	17375000	0	9.819722005911108e-6	0.008184999999999887	0	0	0	0	Rural sel
Chr02_Occ_17425000	Chr02_Occ	17400000	17450000	17425000	2.4e-4	4.0636915739195034e-4	-0.00801099999999999	0	0	0	0	Weird
Chr02_Occ_17475000	Chr02_Occ	17450000	17500000	17475000	0	-2.8918668661597965e-4	0.003139000000000003	0	0	0	0	Weird
Chr02_Occ_17525000	Chr02_Occ	17500000	17550000	17525000	0	5.7197664442351984e-5	0.071407	0	0	0	0	Rural sel
Chr02_Occ_17575000	Chr02_Occ	17550000	17600000	17575000	0	-5.071915812954152e-4	-0.0026800000000000157	0	0	0	0	Urban sel
Chr02_Occ_17625000	Chr02_Occ	17600000	17650000	17625000	2.15e-4	6.908695824636973e-4	0.096279	0	0	0	0	Rural sel
Chr02_Occ_17675000	Chr02_Occ	17650000	17700000	17675000	0.004209	0.0023734559612445475	0.2544719999999998	0	0	0	0	Rural sel
Chr02_Occ_17725000	Chr02_Occ	17700000	17750000	17725000	0.002755	0.0014974802036104694	0.26339	0	0	0	0	Rural sel
Chr02_Occ_17775000	Chr02_Occ	17750000	17800000	17775000	0.0044470000000000004	1.9032486591110884e-4	0.11733899999999997	0	0	0	0	Rural sel
Chr02_Occ_17825000	Chr02_Occ	17800000	17850000	17825000	0.006031	-0.0022891362222215786	0.06591000000000002	0	0	0	0	Weird
Chr02_Occ_17875000	Chr02_Occ	17850000	17900000	17875000	0	-2.554054730672835e-4	0.05104599999999998	0	0	0	0	Weird
Chr02_Occ_17925000	Chr02_Occ	17900000	17950000	17925000	0	-6.034047745797251e-4	-0.07399500000000003	0	0	0	0	Urban sel
Chr02_Occ_17975000	Chr02_Occ	17950000	18000000	17975000	0.003958	0.0010983722536855155	0.26908200000000004	0	0	0	0	Rural sel
Chr02_Occ_18025000	Chr02_Occ	18000000	18050000	18025000	0.001518	1.9696963786740296e-4	0.08954700000000004	0	0	0	0	Rural sel
Chr02_Occ_18075000	Chr02_Occ	18050000	18100000	18075000	0	-2.1700632252754856e-5	0.07438900000000004	0	0	0	0	Weird
Chr02_Occ_18125000	Chr02_Occ	18100000	18150000	18125000	8.7e-5	3.8746212192065574e-4	0.06315199999999999	0	0	0	0	Rural sel
Chr02_Occ_18175000	Chr02_Occ	18150000	18200000	18175000	0.009042	8.304417270243482e-4	0.225558	0	0	0	0	Rural sel
Chr02_Occ_18225000	Chr02_Occ	18200000	18250000	18225000	2.94e-4	0.001042715406669486	0.17832900000000002	0	0	0	0	Rural sel
Chr02_Occ_18275000	Chr02_Occ	18250000	18300000	18275000	0.001291	3.6034504139570434e-4	0.18940700000000005	0	0	0	0	Rural sel
Chr02_Occ_18325000	Chr02_Occ	18300000	18350000	18325000	0.007262	8.243602392852128e-4	0.21566700000000005	0	0	0	0	Rural sel
Chr02_Occ_18375000	Chr02_Occ	18350000	18400000	18375000	0.00247	8.525072084981707e-4	0.09687400000000002	0	0	0	0	Rural sel
Chr02_Occ_18425000	Chr02_Occ	18400000	18450000	18425000	2.2e-5	6.149058759287521e-4	0.043268000000000084	0	0	0	0	Rural sel
Chr02_Occ_18475000	Chr02_Occ	18450000	18500000	18475000	0	3.4815378369437537e-4	0.06782699999999986	0	0	0	0	Rural sel
Chr02_Occ_18525000	Chr02_Occ	18500000	18550000	18525000	0	9.324567330386922e-4	0.07905600000000002	0	0	0	0	Rural sel
Chr02_Occ_18575000	Chr02_Occ	18550000	18600000	18575000	0	-1.4448017731608087e-4	0.034501000000000004	0	0	0	0	Weird
Chr02_Occ_18625000	Chr02_Occ	18600000	18650000	18625000	0.001254	0.0014859982449040958	0.09323600000000004	0	0	0	0	Rural sel
Chr02_Occ_18675000	Chr02_Occ	18650000	18700000	18675000	0.003678	7.483529537263833e-4	0.17752599999999996	0	0	0	0	Rural sel
Chr02_Occ_18725000	Chr02_Occ	18700000	18750000	18725000	0	-6.136423620729213e-4	0.031162999999999996	0	0	0	0	Weird
Chr02_Occ_18775000	Chr02_Occ	18750000	18800000	18775000	0	5.606992010907634e-4	0.19631999999999994	0	0	0	0	Rural sel
Chr02_Occ_18825000	Chr02_Occ	18800000	18850000	18825000	0.001284	4.731241164257702e-4	0.06643000000000021	0	0	0	0	Rural sel
Chr02_Occ_18875000	Chr02_Occ	18850000	18900000	18875000	0	7.20477923011071e-5	0.035355000000000025	0	0	0	0	Rural sel
Chr02_Occ_18925000	Chr02_Occ	18900000	18950000	18925000	0	2.0980038316651024e-4	0.009418000000000148	0	0	0	0	Rural sel
Chr02_Occ_18975000	Chr02_Occ	18950000	19000000	18975000	5.99e-4	1.362066388691848e-4	0.05474899999999994	0	0	0	0	Rural sel
Chr02_Occ_19025000	Chr02_Occ	19000000	19050000	19025000	0.001937	4.241208227702582e-4	0.068102	0	0	0	0	Rural sel
Chr02_Occ_19075000	Chr02_Occ	19050000	19100000	19075000	0	-0.0018384745490803295	-0.08785599999999993	0	0	0	0	Urban sel
Chr02_Occ_19125000	Chr02_Occ	19100000	19150000	19125000	9.82e-4	5.751089268584211e-5	0.05870200000000003	0	0	0	0	Rural sel
Chr02_Occ_19175000	Chr02_Occ	19150000	19200000	19175000	0	7.90691728924188e-4	0.010412000000000005	0	0	0	0	Rural sel
Chr02_Occ_19225000	Chr02_Occ	19200000	19250000	19225000	0.002971	-2.4477096236069466e-4	-0.13099700000000003	0	0	0	0	Urban sel
Chr02_Occ_19275000	Chr02_Occ	19250000	19300000	19275000	0	1.724423948995281e-4	0.10895199999999994	0	0	0	0	Rural sel
Chr02_Occ_19325000	Chr02_Occ	19300000	19350000	19325000	8.54e-4	-9.363170739762408e-4	0.0014140000000000263	0	0	0	0	Weird
Chr02_Occ_19375000	Chr02_Occ	19350000	19400000	19375000	0	-3.6396741972708445e-4	-0.034321999999999964	0	0	0	0	Urban sel
Chr02_Occ_19425000	Chr02_Occ	19400000	19450000	19425000	9.4e-4	0.0010538901617394882	0.061695000000000055	0	0	0	0	Rural sel
Chr02_Occ_19475000	Chr02_Occ	19450000	19500000	19475000	0.001445	0.0012244909127058848	0.11310500000000001	0	0	0	0	Rural sel
Chr02_Occ_19525000	Chr02_Occ	19500000	19550000	19525000	0.00207	8.537208711850031e-4	0.008618000000000015	0	0	0	0	Rural sel
Chr02_Occ_19575000	Chr02_Occ	19550000	19600000	19575000	5.21e-4	8.235709120103969e-5	-0.011332000000000009	0	0	0	0	Weird
Chr02_Occ_19625000	Chr02_Occ	19600000	19650000	19625000	0	1.0901126486469008e-4	0.073152	0	0	0	0	Rural sel
Chr02_Occ_19675000	Chr02_Occ	19650000	19700000	19675000	0	7.049617887049785e-4	0.144146	0	0	0	0	Rural sel
Chr02_Occ_19725000	Chr02_Occ	19700000	19750000	19725000	0.001441	5.221954424102435e-4	0.18934100000000004	0	0	0	0	Rural sel
Chr02_Occ_19775000	Chr02_Occ	19750000	19800000	19775000	4.93e-4	-5.874055027924301e-4	0.05951400000000007	0	0	0	0	Weird
Chr02_Occ_19825000	Chr02_Occ	19800000	19850000	19825000	7.25e-4	6.73332395665166e-4	-0.02463099999999996	0	0	0	0	Weird
Chr02_Occ_19875000	Chr02_Occ	19850000	19900000	19875000	0.012016	0.0010181835862374863	0.009152000000000049	0	0	0	0	Rural sel
Chr02_Occ_19925000	Chr02_Occ	19900000	19950000	19925000	0.006688	0.0014250812492113043	0.19467600000000007	0	0	0	0	Rural sel
Chr02_Occ_19975000	Chr02_Occ	19950000	20000000	19975000	0.001142	4.828419990942634e-4	0.06923000000000001	0	0	0	0	Rural sel
Chr02_Occ_20025000	Chr02_Occ	20000000	20050000	20025000	9.97e-4	-0.0018523860235957167	-0.170114	0	0	0	0	Urban sel
Chr02_Occ_20075000	Chr02_Occ	20050000	20100000	20075000	0.005994	-0.001005908443107266	0.005103999999999997	0	0	0	0	Weird
Chr02_Occ_20125000	Chr02_Occ	20100000	20150000	20125000	1.99e-4	4.644854605671822e-5	0.12235499999999999	0	0	0	0	Rural sel
Chr02_Occ_20175000	Chr02_Occ	20150000	20200000	20175000	0	-9.101135192938429e-5	0.07148599999999994	0	0	0	0	Weird
Chr02_Occ_20225000	Chr02_Occ	20200000	20250000	20225000	9.1e-4	7.496996127792054e-4	0.07402600000000015	0	0	0	0	Rural sel
Chr02_Occ_20275000	Chr02_Occ	20250000	20300000	20275000	0	2.5617848851014306e-4	0.07676000000000016	0	0	0	0	Rural sel
Chr02_Occ_20325000	Chr02_Occ	20300000	20350000	20325000	0	1.1423164649473037e-4	0.07221900000000003	0	0	0	0	Rural sel
Chr02_Occ_20375000	Chr02_Occ	20350000	20400000	20375000	0.00315	-0.0018344131099600515	-0.163593	0	0	0	0	Urban sel
Chr02_Occ_20425000	Chr02_Occ	20400000	20450000	20425000	0	-0.002065753484385112	-0.04151199999999999	0	0	0	0	Urban sel
Chr02_Occ_20475000	Chr02_Occ	20450000	20500000	20475000	0	-0.002030532924823492	-0.08356200000000003	0	0	0	0	Urban sel
Chr02_Occ_20525000	Chr02_Occ	20500000	20550000	20525000	9.78e-4	-5.765956894751983e-4	0.007921999999999985	0	0	0	0	Weird
Chr02_Occ_20575000	Chr02_Occ	20550000	20600000	20575000	0	-3.513957357326493e-4	0.10190699999999997	0	0	0	0	Weird
Chr02_Occ_20625000	Chr02_Occ	20600000	20650000	20625000	0	-9.67232642059673e-4	0.052186000000000066	0	0	0	0	Weird
Chr02_Occ_20675000	Chr02_Occ	20650000	20700000	20675000	0.002532	-0.0015856210760981908	-0.060170999999999975	0	0	0	0	Urban sel
Chr02_Occ_20725000	Chr02_Occ	20700000	20750000	20725000	5.19e-4	-2.423155646112899e-4	0.039885999999999866	0	0	0	0	Weird
Chr02_Occ_20775000	Chr02_Occ	20750000	20800000	20775000	0.001946	-5.125833718214179e-4	0.11628300000000014	0	0	0	0	Weird
Chr02_Occ_20825000	Chr02_Occ	20800000	20850000	20825000	8.4e-5	-2.49841368107755e-4	0.04653599999999991	0	0	0	0	Weird
Chr02_Occ_20875000	Chr02_Occ	20850000	20900000	20875000	1.77e-4	9.842875992001742e-4	0.1048849999999999	0	0	0	0	Rural sel
Chr02_Occ_20925000	Chr02_Occ	20900000	20950000	20925000	0.001684	0.001409984716113876	0.18300899999999998	0	0	0	0	Rural sel
Chr02_Occ_20975000	Chr02_Occ	20950000	21000000	20975000	0	2.180965287269937e-4	0.008899000000000101	0	0	0	0	Rural sel
Chr02_Occ_21025000	Chr02_Occ	21000000	21050000	21025000	0	-1.626486802888058e-4	0.17734399999999995	0	0	0	0	Weird
Chr02_Occ_21075000	Chr02_Occ	21050000	21100000	21075000	0	7.563995533649455e-4	0.15699799999999997	0	0	0	0	Rural sel
Chr02_Occ_21125000	Chr02_Occ	21100000	21150000	21125000	0	6.51278394347022e-4	0.125869	0	0	0	0	Rural sel
Chr02_Occ_21175000	Chr02_Occ	21150000	21200000	21175000	9.22e-4	4.691046324758717e-4	0.1809400000000001	0	0	0	0	Rural sel
Chr02_Occ_21225000	Chr02_Occ	21200000	21250000	21225000	0	0.002038554057206824	0.241729	0	0	0	0	Rural sel
Chr02_Occ_21275000	Chr02_Occ	21250000	21300000	21275000	0.00356	-0.0013108237324376548	-0.05208799999999991	0	0	0	0	Urban sel
Chr02_Occ_21325000	Chr02_Occ	21300000	21350000	21325000	0.0043	4.1812974675136706e-4	0.14172400000000018	0	0	0	0	Rural sel
Chr02_Occ_21375000	Chr02_Occ	21350000	21400000	21375000	0.001135	5.955765439216408e-4	0.12236999999999998	0	0	0	0	Rural sel
Chr02_Occ_21425000	Chr02_Occ	21400000	21450000	21425000	0.002378	6.41606750299983e-4	0.1383129999999999	0	0	0	0	Rural sel
Chr02_Occ_21475000	Chr02_Occ	21450000	21500000	21475000	8.04e-4	7.388908969170882e-4	0.03862699999999997	0	0	0	0	Rural sel
Chr02_Occ_21525000	Chr02_Occ	21500000	21550000	21525000	0.002153	2.942760796864133e-4	0.12728899999999999	0	0	0	0	Rural sel
Chr02_Occ_21575000	Chr02_Occ	21550000	21600000	21575000	0	6.124539706441681e-4	0.15211200000000002	0	0	0	0	Rural sel
Chr02_Occ_21625000	Chr02_Occ	21600000	21650000	21625000	8.3e-4	6.851855076945648e-4	0.12791400000000003	0	0	0	0	Rural sel
Chr02_Occ_21675000	Chr02_Occ	21650000	21700000	21675000	0	4.09680715193355e-4	0.009581000000000006	0	0	0	0	Rural sel
Chr02_Occ_21725000	Chr02_Occ	21700000	21750000	21725000	9.1e-4	8.3524861788839e-4	0.07001099999999993	0	0	0	0	Rural sel
Chr02_Occ_21775000	Chr02_Occ	21750000	21800000	21775000	0.002751	9.67724113820085e-4	0.050742000000000065	0	0	0	0	Rural sel
Chr02_Occ_21825000	Chr02_Occ	21800000	21850000	21825000	3.86e-4	0.002722769894242555	0.1804920000000001	0	0	0	0	Rural sel
Chr02_Occ_21875000	Chr02_Occ	21850000	21900000	21875000	0	3.069274321027271e-4	-0.05627899999999997	0	0	0	0	Weird
Chr02_Occ_21925000	Chr02_Occ	21900000	21950000	21925000	0	-1.9028607644553525e-5	0.055352999999999986	0	0	0	0	Weird
Chr02_Occ_21975000	Chr02_Occ	21950000	22000000	21975000	0	1.1628458823930918e-4	-0.017892999999999937	0	0	0	0	Weird
Chr02_Occ_22025000	Chr02_Occ	22000000	22050000	22025000	0	-6.290022487530494e-4	0.023042000000000007	0	0	0	0	Weird
Chr02_Occ_22075000	Chr02_Occ	22050000	22100000	22075000	0	-2.8359593097956014e-4	-0.020432000000000006	0	0	0	0	Urban sel
Chr02_Occ_22125000	Chr02_Occ	22100000	22150000	22125000	0.001225	0.00141060425552322	0.08981099999999986	0	0	0	0	Rural sel
Chr02_Occ_22175000	Chr02_Occ	22150000	22200000	22175000	0	-0.001027783283788608	-0.14581300000000008	0	0	0	0	Urban sel
Chr02_Occ_22225000	Chr02_Occ	22200000	22250000	22225000	7.24e-4	-0.0012516153840126838	-0.24568100000000004	0	0	0	0	Urban sel
Chr02_Occ_22275000	Chr02_Occ	22250000	22300000	22275000	0.003228	-0.0011256559162028182	-0.20980500000000002	0	0	0	0	Urban sel
Chr02_Occ_22325000	Chr02_Occ	22300000	22350000	22325000	0.002078	-0.0013382696117511667	-0.09065199999999995	0	0	0	0	Urban sel
Chr02_Occ_22375000	Chr02_Occ	22350000	22400000	22375000	0.002069	-8.616301897994214e-4	-0.09516800000000003	0	0	0	0	Urban sel
Chr02_Occ_22425000	Chr02_Occ	22400000	22450000	22425000	0	-8.488203725979873e-4	-0.019517000000000007	0	0	0	0	Urban sel
Chr02_Occ_22475000	Chr02_Occ	22450000	22500000	22475000	4.2e-4	-4.5494360509494916e-4	-0.1817519999999999	0	0	0	0	Urban sel
Chr02_Occ_22525000	Chr02_Occ	22500000	22550000	22525000	0.002012	9.293887628031502e-4	0.09972900000000018	0	0	0	0	Rural sel
Chr02_Occ_22575000	Chr02_Occ	22550000	22600000	22575000	1.55e-4	9.201749204206869e-4	0.05164000000000013	0	0	0	0	Rural sel
Chr02_Occ_22625000	Chr02_Occ	22600000	22650000	22625000	0	-8.136843839482537e-4	-0.07787200000000005	0	0	0	0	Urban sel
Chr02_Occ_22675000	Chr02_Occ	22650000	22700000	22675000	5.41e-4	-0.0012434194607271534	-0.04871099999999995	0	0	0	0	Urban sel
Chr02_Occ_22725000	Chr02_Occ	22700000	22750000	22725000	3.68e-4	-0.0017154208393564494	-0.057647000000000004	0	0	0	0	Urban sel
Chr02_Occ_22775000	Chr02_Occ	22750000	22800000	22775000	0	-0.002359101881997401	-0.027237999999999984	0	0	0	0	Urban sel
Chr02_Occ_22825000	Chr02_Occ	22800000	22850000	22825000	0	-8.330989746913528e-4	0.011557999999999957	0	0	0	0	Weird
Chr02_Occ_22875000	Chr02_Occ	22850000	22900000	22875000	0	-4.0215427344466106e-4	0.016456999999999944	0	0	0	0	Weird
Chr02_Occ_22925000	Chr02_Occ	22900000	22950000	22925000	7.64e-4	-7.642142086567768e-4	-0.041121000000000185	0	0	0	0	Urban sel
Chr02_Occ_22975000	Chr02_Occ	22950000	23000000	22975000	0.001803	-2.1968480341837127e-4	0.10856200000000005	0	0	0	0	Weird
Chr02_Occ_23025000	Chr02_Occ	23000000	23050000	23025000	0	-4.5633758500000267e-4	0.06891599999999998	0	0	0	0	Weird
Chr02_Occ_23075000	Chr02_Occ	23050000	23100000	23075000	0.001108	-2.2854498084317817e-5	0.06612400000000007	0	0	0	0	Weird
Chr02_Occ_23125000	Chr02_Occ	23100000	23150000	23125000	0	-4.6606255532696816e-5	0.04222799999999999	0	0	0	0	Weird
Chr02_Occ_23175000	Chr02_Occ	23150000	23200000	23175000	0.001479	-8.124904736863791e-4	0.02625299999999997	0	0	0	0	Weird
Chr02_Occ_23225000	Chr02_Occ	23200000	23250000	23225000	0	-2.7702355547707183e-4	0.05893000000000015	0	0	0	0	Weird
Chr02_Occ_23275000	Chr02_Occ	23250000	23300000	23275000	0.002951	-9.329065218982198e-4	-0.014884999999999815	0	0	0	0	Urban sel
Chr02_Occ_23325000	Chr02_Occ	23300000	23350000	23325000	0	-0.0010317751159548312	-0.008861000000000008	0	0	0	0	Urban sel
Chr02_Occ_23375000	Chr02_Occ	23350000	23400000	23375000	0.001993	-0.002326364552870351	-0.06415199999999999	0	0	0	0	Urban sel
Chr02_Occ_23425000	Chr02_Occ	23400000	23450000	23425000	4.06e-4	-4.8718018070703466e-4	-0.04560900000000001	0	0	0	0	Urban sel
Chr02_Occ_23475000	Chr02_Occ	23450000	23500000	23475000	0	1.65624894101676e-4	0.06060899999999991	0	0	0	0	Rural sel
Chr02_Occ_23525000	Chr02_Occ	23500000	23550000	23525000	0.00231	-0.0010792681774006475	-0.04081299999999999	0	0	0	0	Urban sel
Chr02_Occ_23575000	Chr02_Occ	23550000	23600000	23575000	0	8.709259964980488e-4	0.26948800000000006	0	0	0	0	Rural sel
Chr02_Occ_23625000	Chr02_Occ	23600000	23650000	23625000	0	-9.85895073445861e-5	0.2573730000000001	0	0	0	0	Weird
Chr02_Occ_23675000	Chr02_Occ	23650000	23700000	23675000	0	7.096173034181006e-4	0.26178199999999996	0	0	0	0	Rural sel
Chr02_Occ_23725000	Chr02_Occ	23700000	23750000	23725000	0	3.141147308379291e-5	-0.011275999999999953	0	0	0	0	Weird
Chr02_Occ_23775000	Chr02_Occ	23750000	23800000	23775000	0	-6.586039785674309e-4	0.11931599999999998	0	0	0	0	Weird
Chr02_Occ_23825000	Chr02_Occ	23800000	23850000	23825000	0	-5.113209981794445e-4	0.03861100000000006	0	0	0	0	Weird
Chr02_Occ_23875000	Chr02_Occ	23850000	23900000	23875000	0	7.029387050176781e-4	0.170458	0	0	0	0	Rural sel
Chr02_Occ_23925000	Chr02_Occ	23900000	23950000	23925000	0	4.760007081512467e-4	0.10883200000000004	0	0	0	0	Rural sel
Chr02_Occ_23975000	Chr02_Occ	23950000	24000000	23975000	0	-5.4160395867003386e-5	-0.05593900000000007	0	0	0	0	Urban sel
Chr02_Occ_24025000	Chr02_Occ	24000000	24050000	24025000	0	-1.7158038998193667e-4	0.05878100000000003	0	0	0	0	Weird
Chr02_Occ_24075000	Chr02_Occ	24050000	24100000	24075000	0	3.943663495962757e-4	0.09551200000000004	0	0	0	0	Rural sel
Chr02_Occ_24125000	Chr02_Occ	24100000	24150000	24125000	0.005414	0.0028049718279562694	0.430866	0	0	1	0	Rural sel
Chr02_Occ_24175000	Chr02_Occ	24150000	24200000	24175000	0.00627	-0.0014502379106595218	-0.223267	0	0	0	0	Urban sel
Chr02_Occ_24225000	Chr02_Occ	24200000	24250000	24225000	0.011463	-0.006289730486976473	-0.46459100000000003	0	1	1	0	Urban sel
Chr02_Occ_24275000	Chr02_Occ	24250000	24300000	24275000	0.001764	6.109715140229944e-4	0.07217600000000002	0	0	0	0	Rural sel
Chr02_Occ_24325000	Chr02_Occ	24300000	24350000	24325000	6.9e-4	-4.0674777520131357e-4	-0.0020569999999999755	0	0	0	0	Urban sel
Chr02_Occ_24375000	Chr02_Occ	24350000	24400000	24375000	0	5.447262472230447e-4	0.04331799999999997	0	0	0	0	Rural sel
Chr02_Occ_24425000	Chr02_Occ	24400000	24450000	24425000	0.001688	-4.9090464391918914e-5	0.03924900000000009	0	0	0	0	Weird
Chr02_Occ_24475000	Chr02_Occ	24450000	24500000	24475000	0	3.0950798768032e-4	-0.06494400000000011	0	0	0	0	Weird
Chr02_Occ_24525000	Chr02_Occ	24500000	24550000	24525000	5.68e-4	2.4174674401944082e-4	-0.030191999999999997	0	0	0	0	Weird
Chr02_Occ_24575000	Chr02_Occ	24550000	24600000	24575000	0	2.220798131844226e-4	0.12041999999999997	0	0	0	0	Rural sel
Chr02_Occ_24625000	Chr02_Occ	24600000	24650000	24625000	4.85e-4	-0.0010322352811020057	0.033147999999999955	0	0	0	0	Weird
Chr02_Occ_24675000	Chr02_Occ	24650000	24700000	24675000	9e-5	-2.1700132603032565e-4	0.02968599999999999	0	0	0	0	Weird
Chr02_Occ_24725000	Chr02_Occ	24700000	24750000	24725000	0.00348	0.001163444699228404	0.16234499999999996	0	0	0	0	Rural sel
Chr02_Occ_24775000	Chr02_Occ	24750000	24800000	24775000	0	-8.441045332053358e-4	-0.146501	0	0	0	0	Urban sel
Chr02_Occ_24825000	Chr02_Occ	24800000	24850000	24825000	1.18e-4	5.886536921434413e-4	0.08911399999999992	0	0	0	0	Rural sel
Chr02_Occ_24875000	Chr02_Occ	24850000	24900000	24875000	0.004316	3.306556878959841e-4	0.08779800000000004	0	0	0	0	Rural sel
Chr02_Occ_24925000	Chr02_Occ	24900000	24950000	24925000	0.002453	2.5023555650092143e-4	0.01523399999999997	0	0	0	0	Rural sel
